,Authority,variable,Issues,Stock,legend
695,Swindon,"Music, Videos and DVDs; Multi-media and Open Learning Packs; CD-ROMs and Software",3273.0000005999996,308.0000000308,Others
696,Tameside,Adult Fiction,209645.00000849998,68728.0000029,Others
697,Tameside,Adult Non-Fiction,68656.9999992,34253.000007149996,Others
698,Tameside,Children's Fiction,159437.0000022,41240.0000028,Others
699,Tameside,Children's Non-Fiction,22621.999999785,9206.99999943,Others
700,Tameside,Adult Talking Book,7035.000000225,7219.999999785,Others
701,Tameside,Children's Talking Book,145.99999989149998,297.9999999585,Others
702,Tameside,"Music, Videos and DVDs; Multi-media and Open Learning Packs; CD-ROMs and Software",651.999999894,1015.999999971,Others
703,Telford & Wrekin,Adult Fiction,111963.99999778,39360.99999657,Others
704,Telford & Wrekin,Adult Non-Fiction,28488.99999799,29676.00000498,Others
705,Telford & Wrekin,Children's Fiction,88620.99999375001,50342.00000193,Others
706,Telford & Wrekin,Children's Non-Fiction,13067.000000089,14941.000000661,Others
707,Telford & Wrekin,Adult Talking Book,6535.999999284001,3844.999999701,Others
708,Telford & Wrekin,Children's Talking Book,1033.9999999224,1044.9999999943,Others
709,Telford & Wrekin,"Music, Videos and DVDs; Multi-media and Open Learning Packs; CD-ROMs and Software",53.999999944100004,118.9999999601,Others
710,Thurrock,Adult Fiction,116988.00000468,50913.00000297,Others
711,Thurrock,Adult Non-Fiction,35939.999995620004,36995.00000280001,Others
712,Thurrock,Children's Fiction,150041.00000778,60523.99999443001,Others
713,Thurrock,Children's Non-Fiction,14573.999999769003,13787.999999277,Others
714,Thurrock,Adult Talking Book,6664.999999728,4128.999999684001,Others
715,Thurrock,Children's Talking Book,272.99999995800005,318.9999999522,Others
716,Thurrock,"Music, Videos and DVDs; Multi-media and Open Learning Packs; CD-ROMs and Software",4143.000000531,6247.000000584,Others
717,Torbay,Adult Fiction,172611.0000007,32173.000000770004,Others
718,Torbay,Adult Non-Fiction,44905.00000400001,35100.999994640006,Others
719,Torbay,Children's Fiction,78375.00000097,27846.99999332,Others
720,Torbay,Children's Non-Fiction,8675.999999678,7301.000000474,Others
721,Torbay,Adult Talking Book,10720.999999872001,2911.999999929,Others
722,Torbay,Children's Talking Book,1337.9999999773001,643.000000055,Others
723,Torbay,"Music, Videos and DVDs; Multi-media and Open Learning Packs; CD-ROMs and Software",11642.000000114002,4298.000000675001,Others
724,Tower Hamlets,Adult Fiction,173668.99998382,71705.00001002,Others
725,Tower Hamlets,Adult Non-Fiction,137306.00001493,59448.99998844,Others
726,Tower Hamlets,Children's Fiction,341882.99996459996,67228.00001115,Others
727,Tower Hamlets,Children's Non-Fiction,33666.00001247,14331.999999874,Others
728,Tower Hamlets,Adult Talking Book,4308.000000002,3511.000000787,Others
729,Tower Hamlets,Children's Talking Book,426.99999985849996,291.0000000336,Others
730,Tower Hamlets,"Music, Videos and DVDs; Multi-media and Open Learning Packs; CD-ROMs and Software",40049.99999726,13270.999999871998,Others
731,Trafford,Adult Fiction,167406.00000077998,79339.99999622,Others
732,Trafford,Adult Non-Fiction,74684.99999808,53545.0000026,Others
733,Trafford,Children's Fiction,230201.99999848,53431.000000320004,Others
734,Trafford,Children's Non-Fiction,36135.0000105,16970.999999937998,Others
735,Trafford,Adult Talking Book,8851.99999899,6556.00000055,Others
736,Trafford,Children's Talking Book,1324.9999999112001,848.0000001046,Others
737,Trafford,"Music, Videos and DVDs; Multi-media and Open Learning Packs; CD-ROMs and Software",215.00000002680002,386.9999999058,Others
738,Walsall,Adult Fiction,231874.00000155,85704.00001245,Others
739,Walsall,Adult Non-Fiction,48982.00001265,32639.99999765,Others
740,Walsall,Children's Fiction,180518.999989,57203.999998600004,Others
741,Walsall,Children's Non-Fiction,25703.99999922,12640.999999815002,Others
742,Walsall,Adult Talking Book,14388.000000675002,8950.999999855001,Others
743,Walsall,Children's Talking Book,1318.0000000685,1058.9999998655,Others
744,Walsall,"Music, Videos and DVDs; Multi-media and Open Learning Packs; CD-ROMs and Software",2298.000000119,4882.000000385,Others
745,Waltham Forest,Adult Fiction,104707.99999540001,55676.000002299996,Others
746,Waltham Forest,Adult Non-Fiction,77786.00000649999,48850.9999939,Others
747,Waltham Forest,Children's Fiction,256252.99999100002,79262.9999888,Others
748,Waltham Forest,Children's Non-Fiction,33586.0000075,21050.999999530002,Others
749,Waltham Forest,Adult Talking Book,2278.999999971,5770.00000007,Others
750,Waltham Forest,Children's Talking Book,910.999999928,1177.000000021,Others
751,Waltham Forest,"Music, Videos and DVDs; Multi-media and Open Learning Packs; CD-ROMs and Software",494.99999997,4719.999999629999,Others
752,Wandsworth,Adult Fiction,352805.00014200003,109642.00001286,Others
753,Wandsworth,Adult Non-Fiction,311518.99998912,106320.00001580999,Others
754,Wandsworth,Children's Fiction,594833.0000424,136030.00000485,Others
755,Wandsworth,Children's Non-Fiction,124583.00001042,60361.999992209996,Others
756,Wandsworth,Adult Talking Book,7507.000001067,4927.999998768,Others
757,Wandsworth,Children's Talking Book,3821.000000811,1869.0000000272998,Others
758,Wandsworth,"Music, Videos and DVDs; Multi-media and Open Learning Packs; CD-ROMs and Software",17778.99999897,11593.000000281,Others
759,Warrington,Adult Fiction,223752.99996,62239.000005,Others
760,Warrington,Adult Non-Fiction,82909.999998,45594.999996,Others
761,Warrington,Children's Fiction,165304.000008,61194.999999,Others
762,Warrington,Children's Non-Fiction,27857.00001,13242.999999599999,Others
763,Warrington,Adult Talking Book,4737.999999600001,2782.9999995,Others
764,Warrington,Children's Talking Book,565.9999999500001,548.0000001000001,Others
765,Warrington,"Music, Videos and DVDs; Multi-media and Open Learning Packs; CD-ROMs and Software",371.99999991,849.00000003,Others
766,Warwickshire,Adult Fiction,668535.0002446999,164071.00000432,Others
767,Warwickshire,Adult Non-Fiction,251833.99998566,135281.99998264998,Others
768,Warwickshire,Children's Fiction,559733.0000246599,114172.99998832999,Others
769,Warwickshire,Children's Non-Fiction,71018.99998823,25396.999998514,Others
770,Warwickshire,Adult Talking Book,25434.999997942,14096.999997672,Others
771,Warwickshire,Children's Talking Book,118.0000001704,137.9999997781,Others
772,Warwickshire,"Music, Videos and DVDs; Multi-media and Open Learning Packs; CD-ROMs and Software",16230.000002671999,58645.99998529,Others
773,West Berkshire,Adult Fiction,148121.0000067,36001.9999943,Others
774,West Berkshire,Adult Non-Fiction,65507.0000009,24150.0000001,Others
775,West Berkshire,Children's Fiction,210380.00000200002,38560.9999927,Others
776,West Berkshire,Children's Non-Fiction,34523.99999995,10868.999999665,Others
777,West Berkshire,Adult Talking Book,14002.999999275002,3386.0000007549997,Others
778,West Berkshire,Children's Talking Book,5096.00000026,1221.0000000720001,Others
779,West Berkshire,"Music, Videos and DVDs; Multi-media and Open Learning Packs; CD-ROMs and Software",3918.9999999250003,3217.000000245,Others
780,West Sussex,Adult Fiction,1313773.000128,213578.0000352,Others
781,West Sussex,Adult Non-Fiction,662020.0000416001,176263.00004160003,Others
782,West Sussex,Children's Fiction,1167163.000128,190377.9999936,Others
783,West Sussex,Children's Non-Fiction,138703.999968,36836.00000064,Others
784,West Sussex,Adult Talking Book,73495.99999584,24201.000002880002,Others
785,West Sussex,Children's Talking Book,24058.99999584,5993.000000352,Others
786,West Sussex,"Music, Videos and DVDs; Multi-media and Open Learning Packs; CD-ROMs and Software",34589.99999808,16995.00000096,Others
787,Westminster,Adult Fiction,195240.99999066003,54722.00000826,Others
788,Westminster,Adult Non-Fiction,315000.9999942,161206.99999560002,Outlier
789,Westminster,Children's Fiction,266846.9999949,66302.99998959,Others
790,Westminster,Children's Non-Fiction,55785.99999453,20579.999998896,Others
791,Westminster,Adult Talking Book,2389.9999999434,2247.9999999015,Others
792,Westminster,Children's Talking Book,531.9999999288001,471.99999996630004,Others
793,Westminster,"Music, Videos and DVDs; Multi-media and Open Learning Packs; CD-ROMs and Software",19354.999999335,21319.99999974,Others
794,Wiltshire,Adult Fiction,672459.0,123105.0,Others
795,Wiltshire,Adult Non-Fiction,246271.0,91713.0,Others
796,Wiltshire,Children's Fiction,557493.0,87269.0,Others
797,Wiltshire,Children's Non-Fiction,73850.0,21641.0,Others
798,Wiltshire,Adult Talking Book,22108.0,8655.0,Others
799,Wiltshire,Children's Talking Book,9391.0,2816.0,Others
800,Wiltshire,"Music, Videos and DVDs; Multi-media and Open Learning Packs; CD-ROMs and Software",29308.0,18342.0,Others
801,Windsor & Maidenhead,Adult Fiction,169221.9999782,55140.99999664,Others
802,Windsor & Maidenhead,Adult Non-Fiction,80386.00000705999,39345.999993440004,Others
803,Windsor & Maidenhead,Children's Fiction,192038.99996,50007.99999826,Others
804,Windsor & Maidenhead,Children's Non-Fiction,26614.000006360002,14651.999999962,Others
805,Windsor & Maidenhead,Adult Talking Book,3936.9999997140003,4029.99999929,Others
806,Windsor & Maidenhead,Children's Talking Book,1379.000000005,672.0000000424001,Others
807,Windsor & Maidenhead,"Music, Videos and DVDs; Multi-media and Open Learning Packs; CD-ROMs and Software",3590.000000596,3523.0000002340003,Others
808,Wirral,Adult Fiction,373688.0001,117073.0000152,Others
809,Wirral,Adult Non-Fiction,119849.99999760001,99016.00000920001,Others
810,Wirral,Children's Fiction,231978.000006,84428.99998919999,Others
811,Wirral,Children's Non-Fiction,37224.9999972,20281.99999932,Others
812,Wirral,Adult Talking Book,5709.9999999599995,7056.000000720001,Others
813,Wirral,Children's Talking Book,1232.000000064,548.9999998559999,Others
814,Wirral,"Music, Videos and DVDs; Multi-media and Open Learning Packs; CD-ROMs and Software",35149.9999932,13210.000000560001,Others
815,Wolverhampton,Adult Fiction,243034.00000193997,97389.99999749998,Others
816,Wolverhampton,Adult Non-Fiction,86947.00000518,67675.00000937999,Others
817,Wolverhampton,Children's Fiction,212561.00000531998,80136.00001314,Others
818,Wolverhampton,Children's Non-Fiction,137779.00001316,55419.00001121999,Outlier
819,Wolverhampton,Adult Talking Book,13244.999999736,4207.00000089,Others
820,Wolverhampton,Children's Talking Book,1260.0000000425998,1555.0000000577998,Others
821,Wolverhampton,"Music, Videos and DVDs; Multi-media and Open Learning Packs; CD-ROMs and Software",2692.0000004279996,5800.9999987559995,Others
822,Worcestershire,Adult Fiction,928651.0001273999,181110.99998213997,Others
823,Worcestershire,Adult Non-Fiction,438882.99999497994,260528.9999877,Others
824,Worcestershire,Children's Fiction,523861.00000001997,153581.99997222,Others
825,Worcestershire,Children's Non-Fiction,74861.99998344,46123.999997958,Others
826,Worcestershire,Adult Talking Book,13178.000002067998,8872.000001442,Others
827,Worcestershire,Children's Talking Book,3003.0000001092,2136.999999843,Others
828,Worcestershire,"Music, Videos and DVDs; Multi-media and Open Learning Packs; CD-ROMs and Software",6340.0000000499995,14019.999999245998,Others
829,York,Adult Fiction,272022.0000732,50956.999994159996,Others
830,York,Adult Non-Fiction,151229.00000988,45635.00000904,Others
831,York,Children's Fiction,211603.9999086,33582.0000087,Others
832,York,Children's Non-Fiction,36116.00000892,8337.000000654,Others
833,York,Adult Talking Book,15978.000000222,3854.9999989800003,Others
834,York,Children's Talking Book,3135.9999991319996,819.0000000233999,Others
835,York,"Music, Videos and DVDs; Multi-media and Open Learning Packs; CD-ROMs and Software",285.9999999246,78.9999999048,Others
